"VESTIGINGSNAAM";"GEMEENTENAAM";"DENOMINATIE";"totaal.leerlingen";"percentage.vmbo";"percentage.havo";"percentage.vwo";"geslaagd.vmbo";"cijfer.vmbo";"geslaagd.havo";"cijfer.havo";"geslaagd.vwo";"cijfer.vwo";"percentage.zittenblijvers";"percentage.opstromers"
"Corlaer College, loc. Henri Nouwenstraat";"NIJKERK";"Protestants-Christelijk";644;"0";"68.6335403726708";"31.3664596273292";"-";"-";"90.3846153846154";"6.59423076923077";"100";"6.99846153846154";"5.32128514056225";"0.100401606425703"
"Van Lodensteincollege";"NIJKERK";"Reformatorisch";705;"100";"0";"0";"96.1764705882353";"6.65352941176471";"-";"-";"-";"-";"2.6536312849162";"0.558659217877095"
"Griftland College";"SOEST";"Protestants-Christelijk";1165;"20.6008583690987";"42.2317596566524";"37.1673819742489";"90.6779661016949";"6.40338983050848";"87.8571428571429";"6.47357142857143";"87.5";"6.5640625";"5.11756569847856";"5.60165975103734"
"Broeckland College Breukelen";"STICHTSE VECHT";"Protestants-Christelijk";305;"100";"0";"0";"99.3506493506494";"6.61038961038961";"-";"-";"-";"-";"1.12179487179487";"0.16025641025641"
"Niftarlake College Maarssen";"STICHTSE VECHT";"Protestants-Christelijk";1483;"16.9925826028321";"43.6952124072825";"39.3122049898854";"93.9393939393939";"6.54848484848485";"85.5072463768116";"6.45434782608696";"88.5245901639344";"6.8";"6.64634146341463";"2.74390243902439"
"Rientjes Mavo Maarssen";"STICHTSE VECHT";"Rooms-Katholiek";422;"100";"0";"0";"92.948717948718";"6.63846153846154";"-";"-";"-";"-";"6.16570327552987";"6.55105973025048"
"RSG Broklede Breukelen";"STICHTSE VECHT";"Openbaar";1041;"0";"41.3064361191162";"58.6935638808838";"-";"-";"88.2352941176471";"6.41764705882353";"91.2408759124088";"6.61824817518248";"6.44677661169415";"0.749625187406297"
"Christelijk college zeist";"ZEIST";"Protestants-Christelijk";176;"100";"0";"0";"92.3076923076923";"6.425";"-";"-";"-";"-";"3.39943342776204";"1.69971671388102"
"Christelijk Lyceum Zeist";"ZEIST";"Protestants-Christelijk";1031;"14.8399612027158";"19.3016488845781";"65.8583899127061";"93.8461538461538";"6.64615384615385";"92.6315789473684";"6.59157894736842";"95.4198473282443";"6.85114503816794";"4.95689655172414";"2.22701149425287"
"Herman Jordanlyceum";"ZEIST";"Algemeen bijzonder";449;"0";"24.7216035634744";"75.2783964365256";"-";"-";"86.4406779661017";"6.54576271186441";"93.6708860759494";"6.76582278481013";"5.74971815107103";"0.56369785794814"
"KSG De Breul ";"ZEIST";"Rooms-Katholiek";1472;"12.4320652173913";"34.375";"53.1929347826087";"87.9310344827586";"6.27931034482759";"83.5820895522388";"6.47611940298507";"90.5172413793103";"6.76206896551724";"5.10817307692308";"4.50721153846154"
"Openbare Scholen Groep Schoonoord";"ZEIST";"Overige";330;"100";"0";"0";"95.0276243093923";"6.65635359116022";"-";"-";"-";"-";"0";"0"
"OSG Schoonoord";"ZEIST";"Openbaar";802;"0";"50.498753117207";"49.501246882793";"50";"5.8";"86.3636363636364";"6.52545454545455";"98.876404494382";"6.90898876404494";"6.05381165919283";"3.58744394618834"
"Stichtse Vrije School";"ZEIST";"Antroposofisch";327;"26.9113149847095";"29.6636085626911";"43.4250764525994";"87.9310344827586";"6.73965517241379";"95.7446808510638";"6.91914893617021";"87.5";"7.2";"4.85714285714286";"21.4285714285714"
